VACLS,RXNORM,NAME,TTY
CV350,1169988,Altoprev Oral Product,SBDG
CV350,1169989,Altoprev Pill,SBDG
CV350,359731,24 HR lovastatin 40 MG Extended Release Oral Tablet,SCD
CV350,378724,lovastatin Extended Release Oral Tablet,SCDF
CV350,884383,24 HR lovastatin 60 MG Extended Release Oral Tablet [Altoprev],SBD
CV350,542195,lovastatin 60 MG [Altoprev],SBDC
CV350,359732,24 HR lovastatin 60 MG Extended Release Oral Tablet,SCD
CV350,353377,lovastatin 60 MG,SCDC
CV350,687048,24 HR fluvastatin 80 MG Extended Release Oral Tablet [Lescol],SBD
CV350,687046,fluvastatin 80 MG [Lescol],SBDC
CV350,687047,fluvastatin Extended Release Oral Tablet [Lescol],SBDF
CV350,360507,24 HR fluvastatin 80 MG Extended Release Oral Tablet,SCD
CV350,330788,fluvastatin 80 MG,SCDC
CV350,375074,fluvastatin Extended Release Oral Tablet,SCDF
CV350,997006,24 HR lovastatin 20 MG Extended Release Oral Tablet [Altoprev],SBD
CV350,541845,lovastatin 20 MG [Altoprev],SBDC
CV350,433849,24 HR lovastatin 20 MG Extended Release Oral Tablet,SCD
CV350,484211,ezetimibe / simvastatin,MIN
CV350,1245420,ezetimibe 10 MG / simvastatin 10 MG Oral Tablet [Vytorin],SBD
CV350,1245416,ezetimibe 10 MG / simvastatin 10 MG [Vytorin],SBDC
CV350,1245438,ezetimibe / simvastatin Oral Tablet [Vytorin],SBDF
CV350,1245439,Vytorin Oral Product,SBDG
CV350,1245440,Vytorin Pill,SBDG
CV350,476345,ezetimibe 10 MG / simvastatin 10 MG Oral Tablet,SCD
CV350,476348,ezetimibe / simvastatin Oral Tablet,SCDF
CV350,1163791,ezetimibe / simvastatin Oral Product,SCDG
CV350,1163792,ezetimibe / simvastatin Pill,SCDG
CV350,1245430,ezetimibe 10 MG / simvastatin 20 MG Oral Tablet [Vytorin],SBD
CV350,1245426,ezetimibe 10 MG / simvastatin 20 MG [Vytorin],SBDC
CV350,476349,ezetimibe 10 MG / simvastatin 20 MG Oral Tablet,SCD
CV350,1245441,ezetimibe 10 MG / simvastatin 40 MG Oral Tablet [Vytorin],SBD
CV350,1245437,ezetimibe 10 MG / simvastatin 40 MG [Vytorin],SBDC
CV350,476350,ezetimibe 10 MG / simvastatin 40 MG Oral Tablet,SCD
CV350,1245449,ezetimibe 10 MG / simvastatin 80 MG Oral Tablet [Vytorin],SBD
CV350,1245445,ezetimibe 10 MG / simvastatin 80 MG [Vytorin],SBDC
CV350,476351,ezetimibe 10 MG / simvastatin 80 MG Oral Tablet,SCD
CV350,540281,fenofibrate 145 MG Oral Tablet [Tricor],SBD
CV350,540280,fenofibrate 145 MG [Tricor],SBDC
CV350,368613,fenofibrate Oral Tablet [Tricor],SBDF
CV350,1182714,Tricor Oral Product,SBDG
CV350,1182715,Tricor Pill,SBDG
CV350,477560,fenofibrate 145 MG Oral Tablet,SCD
CV350,477561,fenofibrate 145 MG,SCDC
CV350,544518,fenofibrate 48 MG Oral Tablet [Tricor],SBD
CV350,544517,fenofibrate 48 MG [Tricor],SBDC
CV350,477562,fenofibrate 48 MG Oral Tablet,SCD
CV350,477563,fenofibrate 48 MG,SCDC
CV350,578797,fenofibrate 130 MG Oral Capsule [Antara],SBD
CV350,578795,fenofibrate 130 MG [Antara],SBDC
CV350,483425,fenofibrate 130 MG Oral Capsule,SCD
CV350,483424,fenofibrate 130 MG,SCDC
CV350,578799,fenofibrate 43 MG Oral Capsule [Antara],SBD
CV350,578798,fenofibrate 43 MG [Antara],SBDC
CV350,483427,fenofibrate 43 MG Oral Capsule,SCD
CV350,483426,fenofibrate 43 MG,SCDC
CV350,577031,fenofibrate 50 MG Oral Tablet,SCD
CV350,577030,fenofibrate 50 MG,SCDC
CV350,484348,omega-3 acid ethyl esters (USP),IN
CV350,607044,omega-3 acid ethyl esters (USP) 1000 MG Oral Capsule [Lovaza],SBD
CV350,607042,omega-3 acid ethyl esters (USP) 1000 MG [Lovaza],SBDC
CV350,809887,omega-3 acid ethyl esters (USP) Oral Capsule [Lovaza],SBDF
CV350,1180928,Lovaza Oral Product,SBDG
CV350,1180929,Lovaza Pill,SBDG
CV350,577208,omega-3 acid ethyl esters (USP) 1000 MG Oral Capsule,SCD
CV350,577206,omega-3 acid ethyl esters (USP) 1000 MG,SCDC
CV350,809886,omega-3 acid ethyl esters (USP) Oral Capsule,SCDF
CV350,1161021,omega-3 acid ethyl esters (USP) Oral Product,SCDG
CV350,1161022,omega-3 acid ethyl esters (USP) Pill,SCDG
CV350,702055,fenofibrate 150 MG Oral Capsule [Lipofen],SBD
CV350,702054,fenofibrate 150 MG [Lipofen],SBDC
CV350,702052,fenofibrate Oral Capsule [Lipofen],SBDF
CV350,1177402,Lipofen Oral Product,SBDG
CV350,1177403,Lipofen Pill,SBDG
CV350,616852,fenofibrate 150 MG Oral Capsule,SCD
CV350,616851,fenofibrate 150 MG,SCDC
CV350,702169,fenofibrate 50 MG Oral Capsule [Lipofen],SBD
CV350,702168,fenofibrate 50 MG [Lipofen],SBDC
CV350,616853,fenofibrate 50 MG Oral Capsule,SCD
CV350,617318,atorvastatin 20 MG Oral Tablet [Lipitor],SBD
CV350,617317,atorvastatin 20 MG [Lipitor],SBDC
CV350,617310,atorvastatin 20 MG Oral Tablet,SCD
CV350,597966,atorvastatin 20 MG,SCDC
CV350,617320,atorvastatin 40 MG Oral Tablet [Lipitor],SBD
CV350,617319,atorvastatin 40 MG [Lipitor],SBDC
CV350,617311,atorvastatin 40 MG Oral Tablet,SCD
CV350,597983,atorvastatin 40 MG,SCDC
CV350,617314,atorvastatin 10 MG Oral Tablet [Lipitor],SBD
CV350,617313,atorvastatin 10 MG [Lipitor],SBDC
CV350,617312,atorvastatin 10 MG Oral Tablet,SCD
CV350,597970,atorvastatin 10 MG,SCDC
CV350,763250,fenofibrate 120 MG Oral Tablet [Fenoglide],SBD
CV350,763248,fenofibrate 120 MG [Fenoglide],SBDC
CV350,763249,fenofibrate Oral Tablet [Fenoglide],SBDF
CV350,1166487,Fenoglide Oral Product,SBDG
CV350,1166488,Fenoglide Pill,SBDG
CV350,749802,fenofibrate 120 MG Oral Tablet,SCD
CV350,749801,fenofibrate 120 MG,SCDC
CV350,763252,fenofibrate 40 MG Oral Tablet [Fenoglide],SBD
CV350,763251,fenofibrate 40 MG [Fenoglide],SBDC
CV350,749804,fenofibrate 40 MG Oral Tablet,SCD
CV350,749803,fenofibrate 40 MG,SCDC
CV350,24852,fenofibric acid,PIN
CV350,828377,fenofibric acid 135 MG Delayed Release Oral Capsule [Trilipix],SBD
CV350,828375,fenofibric acid 135 MG [Trilipix],SBDC
CV350,828376,fenofibrate Delayed Release Oral Capsule [Trilipix],SBDF
CV350,1183781,Trilipix Oral Product,SBDG
CV350,1183782,Trilipix Pill,SBDG
CV350,828373,fenofibric acid 135 MG Delayed Release Oral Capsule,SCD
CV350,828372,fenofibric acid 135 MG,SCDC
CV350,439656,fenofibrate Delayed Release Oral Capsule,SCDF
CV350,828381,fenofibric acid 45 MG Delayed Release Oral Capsule [Trilipix],SBD
CV350,828380,fenofibric acid 45 MG [Trilipix],SBDC
CV350,828379,fenofibric acid 45 MG Delayed Release Oral Capsule,SCD
CV350,828378,fenofibric acid 45 MG,SCDC
CV350,848949,cholestyramine resin 4000 MG Powder for Oral Suspension [Questran],SBD
CV350,848943,cholestyramine resin 4000 MG Powder for Oral Suspension,SCD
CV350,323828,rosuvastatin calcium,PIN
CV350,859421,rosuvastatin calcium 40 MG Oral Tablet [Crestor],SBD
CV350,859420,rosuvastatin calcium 40 MG [Crestor],SBDC
CV350,405880,rosuvastatin Oral Tablet [Crestor],SBDF
CV350,1173051,Crestor Oral Product,SBDG
CV350,1173053,Crestor Pill,SBDG
CV350,859419,rosuvastatin calcium 40 MG Oral Tablet,SCD
CV350,859418,rosuvastatin calcium 40 MG,SCDC
CV350,402354,rosuvastatin Oral Tablet,SCDF
CV350,859426,rosuvastatin calcium 5 MG Oral Tablet [Crestor],SBD
CV350,859425,rosuvastatin calcium 5 MG [Crestor],SBDC
CV350,859424,rosuvastatin calcium 5 MG Oral Tablet,SCD
CV350,859423,rosuvastatin calcium 5 MG,SCDC
CV350,859749,rosuvastatin calcium 10 MG Oral Tablet [Crestor],SBD
CV350,859748,rosuvastatin calcium 10 MG [Crestor],SBDC
CV350,859747,rosuvastatin calcium 10 MG Oral Tablet,SCD
CV350,859746,rosuvastatin calcium 10 MG,SCDC
CV350,859753,rosuvastatin calcium 20 MG Oral Tablet [Crestor],SBD
CV350,859752,rosuvastatin calcium 20 MG [Crestor],SBDC
CV350,859751,rosuvastatin calcium 20 MG Oral Tablet,SCD
CV350,859750,rosuvastatin calcium 20 MG,SCDC
CV350,860884,fenofibric acid 105 MG Oral Tablet [Fibricor],SBD
CV350,860882,fenofibric acid 105 MG [Fibricor],SBDC
CV350,860883,fenofibrate Oral Tablet [Fibricor],SBDF
CV350,1168314,Fibricor Oral Product,SBDG
CV350,1168315,Fibricor Pill,SBDG
CV350,860880,fenofibric acid 105 MG Oral Tablet,SCD
CV350,860879,fenofibric acid 105 MG,SCDC
CV350,860888,fenofibric acid 35 MG Oral Tablet [Fibricor],SBD
CV350,860887,fenofibric acid 35 MG [Fibricor],SBDC
CV350,860886,fenofibric acid 35 MG Oral Tablet,SCD
CV350,860885,fenofibric acid 35 MG,SCDC
CV350,861640,pitavastatin calcium,PIN
CV350,861646,pitavastatin calcium 1 MG Oral Tablet [Livalo],SBD
CV350,2001324,pitavastatin calcium 1 MG [Livalo],SBDC
CV350,861645,pitavastatin Oral Tablet [Livalo],SBDF
CV350,1179132,Livalo Oral Product,SBDG
CV350,1179133,Livalo Pill,SBDG
CV350,861643,pitavastatin calcium 1 MG Oral Tablet,SCD
CV350,2001322,pitavastatin calcium 1 MG,SCDC
CV350,861650,pitavastatin calcium 2 MG Oral Tablet [Livalo],SBD
CV350,2001333,pitavastatin calcium 2 MG [Livalo],SBDC
CV350,861648,pitavastatin calcium 2 MG Oral Tablet,SCD
CV350,2001331,pitavastatin calcium 2 MG,SCDC
CV350,861654,pitavastatin calcium 4 MG Oral Tablet [Livalo],SBD
CV350,2001338,pitavastatin calcium 4 MG [Livalo],SBDC
CV350,861652,pitavastatin calcium 4 MG Oral Tablet,SCD
CV350,2001336,pitavastatin calcium 4 MG,SCDC
CV350,141626,colesevelam,IN
CV350,141625,colesevelam hydrochloride,PIN
CV350,866907,colesevelam hydrochloride 3750 MG Powder for Oral Suspension [Welchol],SBD
CV350,1870340,colesevelam hydrochloride 3750 MG [Welchol],SBDC
CV350,1870341,colesevelam Powder for Oral Suspension [Welchol],SBDF
CV350,1187941,Welchol Oral Product,SBDG
CV350,1870342,Welchol Oral Powder Product,SBDG
CV350,866905,colesevelam hydrochloride 3750 MG Powder for Oral Suspension,SCD
CV350,1870336,colesevelam hydrochloride 3750 MG,SCDC
CV350,1870338,colesevelam Powder for Oral Suspension,SCDF
CV350,1164984,colesevelam Oral Product,SCDG
CV350,1870337,colesevelam Oral Powder Product,SCDG
CV350,866912,colesevelam hydrochloride 625 MG Oral Tablet [Welchol],SBD
CV350,866911,colesevelam hydrochloride 625 MG [Welchol],SBDC
CV350,368175,colesevelam Oral Tablet [Welchol],SBDF
CV350,1187942,Welchol Pill,SBDG
CV350,866910,colesevelam hydrochloride 625 MG Oral Tablet,SCD
CV350,866909,colesevelam hydrochloride 625 MG,SCDC
CV350,374632,colesevelam Oral Tablet,SCDF
CV350,1164985,colesevelam Pill,SCDG
CV350,42463,pravastatin,IN
CV350,203144,pravastatin sodium,PIN
CV350,904458,pravastatin sodium 10 MG Oral Tablet,SCD
CV350,904457,pravastatin sodium 10 MG,SCDC
CV350,373560,pravastatin Oral Tablet,SCDF
CV350,1161691,pravastatin Oral Product,SCDG
CV350,1161692,pravastatin Pill,SCDG
CV350,904469,pravastatin sodium 20 MG Oral Tablet [Pravachol],SBD
CV350,904468,pravastatin sodium 20 MG [Pravachol],SBDC
CV350,368322,pravastatin Oral Tablet [Pravachol],SBDF
CV350,1184638,Pravachol Oral Product,SBDG
CV350,1184639,Pravachol Pill,SBDG
CV350,904467,pravastatin sodium 20 MG Oral Tablet,SCD
CV350,904466,pravastatin sodium 20 MG,SCDC
CV350,904477,pravastatin sodium 40 MG Oral Tablet [Pravachol],SBD
CV350,904476,pravastatin sodium 40 MG [Pravachol],SBDC
CV350,904475,pravastatin sodium 40 MG Oral Tablet,SCD
CV350,904474,pravastatin sodium 40 MG,SCDC
CV350,904483,pravastatin sodium 80 MG Oral Tablet [Pravachol],SBD
CV350,904482,pravastatin sodium 80 MG [Pravachol],SBDC
CV350,904481,pravastatin sodium 80 MG Oral Tablet,SCD
CV350,904480,pravastatin sodium 80 MG,SCDC
BL110,1037042,dabigatran etexilate,IN
BL110,1037049,dabigatran etexilate 150 MG Oral Capsule [Pradaxa],SBD
BL110,1037047,dabigatran etexilate 150 MG [Pradaxa],SBDC
BL110,1037048,dabigatran etexilate Oral Capsule [Pradaxa],SBDF
BL110,1184616,Pradaxa Oral Product,SBDG
BL110,1184617,Pradaxa Pill,SBDG
BL110,1037045,dabigatran etexilate 150 MG Oral Capsule,SCD
BL110,1037043,dabigatran etexilate 150 MG,SCDC
BL110,1037044,dabigatran etexilate Oral Capsule,SCDF
BL110,1156646,dabigatran etexilate Oral Product,SCDG
BL110,1156647,dabigatran etexilate Pill,SCDG
BL110,1037181,dabigatran etexilate 75 MG Oral Capsule [Pradaxa],SBD
BL110,1037180,dabigatran etexilate 75 MG [Pradaxa],SBDC
BL110,1037179,dabigatran etexilate 75 MG Oral Capsule,SCD
BL110,1037178,dabigatran etexilate 75 MG,SCDC
BL110,1114195,rivaroxaban,IN
BL110,1114202,rivaroxaban 10 MG Oral Tablet [Xarelto],SBD
BL110,1114200,rivaroxaban 10 MG [Xarelto],SBDC
BL110,1114201,rivaroxaban Oral Tablet [Xarelto],SBDF
BL110,1186304,Xarelto Oral Product,SBDG
BL110,1186305,Xarelto Pill,SBDG
BL110,1114198,rivaroxaban 10 MG Oral Tablet,SCD
BL110,1114196,rivaroxaban 10 MG,SCDC
BL110,1114197,rivaroxaban Oral Tablet,SCDF
BL110,1157968,rivaroxaban Oral Product,SCDG
BL110,1157969,rivaroxaban Pill,SCDG
BL110,1232084,rivaroxaban 15 MG Oral Tablet [Xarelto],SBD
BL110,1232083,rivaroxaban 15 MG [Xarelto],SBDC
BL110,1232082,rivaroxaban 15 MG Oral Tablet,SCD
BL110,1232081,rivaroxaban 15 MG,SCDC
BL110,1232088,rivaroxaban 20 MG Oral Tablet [Xarelto],SBD
BL110,1232087,rivaroxaban 20 MG [Xarelto],SBDC
BL110,1232086,rivaroxaban 20 MG Oral Tablet,SCD
BL110,1232085,rivaroxaban 20 MG,SCDC
BL110,5224,heparin,IN
BL110,314659,"heparin sodium, porcine",PIN
BL110,1361029,"heparin sodium, porcine 10 UNT/ML Injectable Solution",SCD
BL110,1361026,"heparin sodium, porcine 10 UNT/ML",SCDC
BL110,1856275,heparin Injectable Solution,SCDF
BL110,1856274,heparin Injectable Product,SCDG
BL110,1361048,"heparin sodium, porcine 100 UNT/ML Injectable Solution",SCD
BL110,1361047,"heparin sodium, porcine 100 UNT/ML",SCDC
BL110,1361226,"heparin sodium, porcine 1000 UNT/ML Injectable Solution",SCD
BL110,1361225,"heparin sodium, porcine 1000 UNT/ML",SCDC
BL110,1361574,"heparin sodium, porcine 20000 UNT/ML Injectable Solution",SCD
BL110,1361573,"heparin sodium, porcine 20000 UNT/ML",SCDC
BL110,1361607,"500 ML heparin sodium, porcine 40 UNT/ML Injection",SCD
BL110,1361606,"heparin sodium, porcine 40 UNT/ML",SCDC
BL110,1857598,heparin Injection,SCDF
BL110,1361615,"heparin sodium, porcine 5000 UNT/ML Injectable Solution",SCD
BL110,1361614,"heparin sodium, porcine 5000 UNT/ML",SCDC
BL110,1361853,"0.5 ML heparin sodium, porcine 10000 UNT/ML Cartridge",SCD
BL110,1361852,"heparin sodium, porcine 10000 UNT/ML",SCDC
BL110,1857949,heparin Cartridge,SCDF
BL110,1362831,"heparin sodium, porcine 10000 UNT/ML Injectable Solution",SCD
BL110,1364430,apixaban,IN
BL110,1364441,apixaban 2.5 MG Oral Tablet [Eliquis],SBD
BL110,1364437,apixaban 2.5 MG [Eliquis],SBDC
BL110,1364438,apixaban Oral Tablet [Eliquis],SBDF
BL110,1364439,Eliquis Oral Product,SBDG
BL110,1364440,Eliquis Pill,SBDG
BL110,1364435,apixaban 2.5 MG Oral Tablet,SCD
BL110,1364431,apixaban 2.5 MG,SCDC
BL110,1364434,apixaban Oral Tablet,SCDF
BL110,1364432,apixaban Oral Product,SCDG
BL110,1364433,apixaban Pill,SCDG
BL110,1364447,apixaban 5 MG Oral Tablet [Eliquis],SBD
BL110,1364446,apixaban 5 MG [Eliquis],SBDC
BL110,1364445,apixaban 5 MG Oral Tablet,SCD
BL110,1364444,apixaban 5 MG,SCDC
BL110,1599538,edoxaban,IN
BL110,1599549,edoxaban 15 MG Oral Tablet [Savaysa],SBD
BL110,1599545,edoxaban 15 MG [Savaysa],SBDC
BL110,1599546,edoxaban Oral Tablet [Savaysa],SBDF
BL110,1599547,Savaysa Oral Product,SBDG
BL110,1599548,Savaysa Pill,SBDG
BL110,1599543,edoxaban 15 MG Oral Tablet,SCD
BL110,1599539,edoxaban 15 MG,SCDC
BL110,1599542,edoxaban Oral Tablet,SCDF
BL110,1599540,edoxaban Oral Product,SCDG
BL110,1599541,edoxaban Pill,SCDG
BL110,1599553,edoxaban 30 MG Oral Tablet [Savaysa],SBD
BL110,1599552,edoxaban 30 MG [Savaysa],SBDC
BL110,1599551,edoxaban 30 MG Oral Tablet,SCD
BL110,1599550,edoxaban 30 MG,SCDC
BL110,1599557,edoxaban 60 MG Oral Tablet [Savaysa],SBD
BL110,1599556,edoxaban 60 MG [Savaysa],SBDC
BL110,1599555,edoxaban 60 MG Oral Tablet,SCD
BL110,1599554,edoxaban 60 MG,SCDC
BL110,1658634,"0.5 ML heparin sodium, porcine 10000 UNT/ML Injection",SCD
BL110,1658637,"1 ML heparin sodium, porcine 10000 UNT/ML Injection",SCD
BL110,1658647,"2 ML heparin sodium, porcine 1000 UNT/ML Injection",SCD
BL110,1658659,"1 ML heparin sodium, porcine 1000 UNT/ML Injection",SCD
BL110,1658690,"1000 ML heparin sodium, porcine 2 UNT/ML Injection",SCD
BL110,1362064,"heparin sodium, porcine 2 UNT/ML",SCDC
BL110,1658692,"500 ML heparin sodium, porcine 2 UNT/ML Injection",SCD
BL110,1658717,"250 ML heparin sodium, porcine 100 UNT/ML Injection",SCD
BL110,1659195,"500 ML heparin sodium, porcine 50 UNT/ML Injection",SCD
BL110,1361612,"heparin sodium, porcine 50 UNT/ML",SCDC
BL110,1659197,"250 ML heparin sodium, porcine 50 UNT/ML Injection",SCD
BL110,1659263,"1 ML heparin sodium, porcine 5000 UNT/ML Injection",SCD
BL110,1723478,dabigatran etexilate 110 MG Oral Capsule [Pradaxa],SBD
BL110,1723477,dabigatran etexilate 110 MG [Pradaxa],SBDC
BL110,1723476,dabigatran etexilate 110 MG Oral Capsule,SCD
BL110,1723475,dabigatran etexilate 110 MG,SCDC
BL110,75635,eptifibatide,IN
BL110,1736472,10 ML eptifibatide 2 MG/ML Injection [Integrilin],SBD
BL110,574344,eptifibatide 2 MG/ML [Integrilin],SBDC
BL110,1736471,eptifibatide Injection [Integrilin],SBDF
BL110,1173433,Integrilin Injectable Product,SBDG
BL110,1736470,10 ML eptifibatide 2 MG/ML Injection,SCD
BL110,315864,eptifibatide 2 MG/ML,SCDC
BL110,1736469,eptifibatide Injection,SCDF
BL110,1161927,eptifibatide Injectable Product,SCDG
BL110,1736478,100 ML eptifibatide 2 MG/ML Injection [Integrilin],SBD
BL110,1736477,100 ML eptifibatide 2 MG/ML Injection,SCD
BL110,73137,tirofiban,IN
BL110,1737468,100 ML tirofiban 0.05 MG/ML Injection [Aggrastat],SBD
BL110,573208,tirofiban 0.05 MG/ML [Aggrastat],SBDC
BL110,1737467,tirofiban Injection [Aggrastat],SBDF
BL110,1172779,Aggrastat Injectable Product,SBDG
BL110,1737466,100 ML tirofiban 0.05 MG/ML Injection,SCD
BL110,330276,tirofiban 0.05 MG/ML,SCDC
BL110,1737465,tirofiban Injection,SCDF
BL110,1162116,tirofiban Injectable Product,SCDG
BL110,1737472,250 ML tirofiban 0.05 MG/ML Injection [Aggrastat],SBD
BL110,1737471,250 ML tirofiban 0.05 MG/ML Injection,SCD
BL110,1311089,defibrotide,IN
BL110,1746523,defibrotide sodium,PIN
BL110,1746532,2.5 ML defibrotide sodium 80 MG/ML Injection [Defitelio],SBD
BL110,1746529,defibrotide sodium 80 MG/ML [Defitelio],SBDC
BL110,1746530,defibrotide Injection [Defitelio],SBDF
BL110,1746531,Defitelio Injectable Product,SBDG
BL110,1746527,2.5 ML defibrotide sodium 80 MG/ML Injection,SCD
BL110,1746524,defibrotide sodium 80 MG/ML,SCDC
BL110,1746526,defibrotide Injection,SCDF
BL110,1746525,defibrotide Injectable Product,SCDG
BL110,1798389,"1 ML heparin sodium, porcine 5000 UNT/ML Prefilled Syringe",SCD
BL110,1856278,heparin Prefilled Syringe,SCDF
BL110,15202,argatroban,IN
BL110,1804735,50 ML argatroban 1 MG/ML Injection,SCD
BL110,1110707,argatroban 1 MG/ML,SCDC
BL110,1804730,argatroban Injection,SCDF
BL110,1158258,argatroban Injectable Product,SCDG
BL110,1804738,250 ML argatroban 1 MG/ML Injection,SCD
BL110,60819,bivalirudin,IN
BL110,2380558,50 ML bivalirudin 5 MG/ML Injection [Angiomax],SBD
BL110,2380557,bivalirudin 5 MG/ML [Angiomax],SBDC
BL110,1657994,bivalirudin Injection [Angiomax],SBDF
BL110,1176229,Angiomax Injectable Product,SBDG
BL110,1997015,50 ML bivalirudin 5 MG/ML Injection,SCD
BL110,1997014,bivalirudin 5 MG/ML,SCDC
BL110,1657991,bivalirudin Injection,SCDF
BL110,1161844,bivalirudin Injectable Product,SCDG
BL110,261097,100 ML eptifibatide 0.75 MG/ML Injection [Integrilin],SBD
BL110,574345,eptifibatide 0.75 MG/ML [Integrilin],SBDC
BL110,200349,100 ML eptifibatide 0.75 MG/ML Injection,SCD
BL110,315863,eptifibatide 0.75 MG/ML,SCDC
BL110,2059017,rivaroxaban 2.5 MG Oral Tablet [Xarelto],SBD
BL110,2059016,rivaroxaban 2.5 MG [Xarelto],SBDC
BL110,2059015,rivaroxaban 2.5 MG Oral Tablet,SCD
BL110,2059014,rivaroxaban 2.5 MG,SCDC
BL110,2588066,rivaroxaban 1 MG/ML Oral Suspension [Xarelto],SBD
BL110,2589628,rivaroxaban 1 MG/ML [Xarelto],SBDC
BL110,2589630,rivaroxaban Oral Suspension [Xarelto],SBDF
BL110,2589629,Xarelto Oral Liquid Product,SBDG
BL110,2588062,rivaroxaban 1 MG/ML Oral Suspension,SCD
BL110,2589624,rivaroxaban 1 MG/ML,SCDC
BL110,2589626,rivaroxaban Oral Suspension,SCDF
BL110,2589625,rivaroxaban Oral Liquid Product,SCDG
BL110,2590619,dabigatran etexilate 110 MG Oral Pellet [Pradaxa],SBD
BL110,2590618,dabigatran etexilate Oral Pellet [Pradaxa],SBDF
BL110,2590617,Pradaxa Pellet Product,SBDG
BL110,2590616,dabigatran etexilate 110 MG Oral Pellet,SCD
BL110,2590615,dabigatran etexilate Oral Pellet,SCDF
BL110,2590614,dabigatran etexilate Pellet Product,SCDG
BL110,2590621,dabigatran etexilate 150 MG Oral Pellet [Pradaxa],SBD
BL110,2590620,dabigatran etexilate 150 MG Oral Pellet,SCD
BL110,2590625,dabigatran etexilate 20 MG Oral Pellet [Pradaxa],SBD
BL110,2590624,dabigatran etexilate 20 MG [Pradaxa],SBDC
BL110,2590623,dabigatran etexilate 20 MG Oral Pellet,SCD
BL110,2590622,dabigatran etexilate 20 MG,SCDC
BL110,2590629,dabigatran etexilate 30 MG Oral Pellet [Pradaxa],SBD
BL110,2590628,dabigatran etexilate 30 MG [Pradaxa],SBDC
BL110,2590627,dabigatran etexilate 30 MG Oral Pellet,SCD
BL110,2590626,dabigatran etexilate 30 MG,SCDC
BL110,2590633,dabigatran etexilate 40 MG Oral Pellet [Pradaxa],SBD
BL110,2590632,dabigatran etexilate 40 MG [Pradaxa],SBDC
BL110,2590631,dabigatran etexilate 40 MG Oral Pellet,SCD
BL110,2590630,dabigatran etexilate 40 MG,SCDC
BL110,2590637,dabigatran etexilate 50 MG Oral Pellet [Pradaxa],SBD
BL110,2590636,dabigatran etexilate 50 MG [Pradaxa],SBDC
BL110,2590635,dabigatran etexilate 50 MG Oral Pellet,SCD
BL110,2590634,dabigatran etexilate 50 MG,SCDC
BL110,67109,dalteparin,IN
BL110,82137,dalteparin sodium,PIN
BL110,2618842,4 ML dalteparin sodium 2500 UNT/ML Injection [Fragmin],SBD
BL110,978775,dalteparin sodium 2500 UNT/ML [Fragmin],SBDC
BL110,2618841,dalteparin Injection [Fragmin],SBDF
BL110,1173301,Fragmin Injectable Product,SBDG
BL110,2618839,4 ML dalteparin sodium 2500 UNT/ML Injection,SCD
BL110,978773,dalteparin sodium 2500 UNT/ML,SCDC
BL110,2618838,dalteparin Injection,SCDF
BL110,1151837,dalteparin Injectable Product,SCDG
BL110,308351,2.5 ML argatroban 100 MG/ML Injection,SCD
BL110,329284,argatroban 100 MG/ML,SCDC
BL110,284534,bivalirudin 250 MG Injection [Angiomax],SBD
BL110,1657993,bivalirudin 250 MG [Angiomax],SBDC
BL110,308769,bivalirudin 250 MG Injection,SCD
BL110,1657990,bivalirudin 250 MG,SCDC
BL110,114934,desirudin,IN
BL110,402249,desirudin 15 MG Injection [Iprivask],SBD
BL110,1807811,desirudin 15 MG [Iprivask],SBDC
BL110,1807812,desirudin Injection [Iprivask],SBDF
BL110,1176754,Iprivask Injectable Product,SBDG
BL110,402248,desirudin 15 MG Injection,SCD
BL110,1807808,desirudin 15 MG,SCDC
BL110,1807809,desirudin Injection,SCDF
BL110,1157753,desirudin Injectable Product,SCDG
BL110,67108,enoxaparin,IN
BL110,221095,enoxaparin sodium,PIN
BL110,854232,0.3 ML enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox],SBD
BL110,854231,enoxaparin sodium 100 MG/ML [Lovenox],SBDC
BL110,759594,enoxaparin Prefilled Syringe [Lovenox],SBDF
BL110,1180930,Lovenox Injectable Product,SBDG
BL110,854228,0.3 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,SCD
BL110,854227,enoxaparin sodium 100 MG/ML,SCDC
BL110,727722,enoxaparin Prefilled Syringe,SCDF
BL110,1162664,enoxaparin Injectable Product,SCDG
BL110,854236,0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox],SBD
BL110,854235,0.4 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,SCD
BL110,854239,0.6 ML enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox],SBD
BL110,854238,0.6 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,SCD
BL110,854242,0.8 ML enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox],SBD
BL110,854241,0.8 ML enoxaparin sodium 100 MG/ML Prefilled Syringe,SCD
BL110,854247,0.8 ML enoxaparin sodium 150 MG/ML Prefilled Syringe [Lovenox],SBD
BL110,854246,enoxaparin sodium 150 MG/ML [Lovenox],SBDC
BL110,854245,0.8 ML enoxaparin sodium 150 MG/ML Prefilled Syringe,SCD
BL110,854244,enoxaparin sodium 150 MG/ML,SCDC
BL110,854249,1 ML enoxaparin sodium 100 MG/ML Prefilled Syringe [Lovenox],SBD
